Date,Tanggal,Bulan,Tahun,HargaJual,HargaBeli,Inflasi,HargaMinyak,KursJual,Kursbeli
12/5/2019,12,5,2019,592000,664000,3.32,61.66,14419,14275
11/5/2019,11,5,2019,592000,664000,3.32,61.66,14419,14275
10/5/2019,10,5,2019,591000,664000,3.32,61.66,14419,14275
9/5/2019,9,5,2019,589000,662000,3.32,61.7,14410,14266
8/5/2019,8,5,2019,591000,665500,3.32,62.12,14377,14233
7/5/2019,7,5,2019,590000,665000,3.32,61.4,14381,14237
6/5/2019,6,5,2019,588000,664000,3.32,62.25,14380,14236
5/5/2019,5,5,2019,587000,665000,3.32,61.94,14353,14211
4/5/2019,4,5,2019,587000,665000,3.32,61.94,14353,14211
3/5/2019,3,5,2019,582000,660000,3.32,61.94,14353,14211
2/5/2019,2,5,2019,583000,661000,3.32,61.81,14316,14174
1/5/2019,1,5,2019,584000,661500,3.32,63.6,14286,14144
30/04/2019,30,4,2019,584000,661500,2.83,63.91,14286,14144
29/04/2019,29,4,2019,586000,664000,2.83,63.5,14259,14117
28/04/2019,28,4,2019,586000,664500,2.83,63.3,14259,14117
27/04/2019,27,4,2019,586000,664500,2.83,63.3,14259,14117
26/04/2019,26,4,2019,581000,661000,2.83,63.3,14259,14117
25/04/2019,25,4,2019,577000,658000,2.83,65.21,14225,14083
24/04/2019,24,4,2019,575000,656000,2.83,65.89,14183,14041
23/04/2019,23,4,2019,575000,656000,2.83,66.3,14150,14010
22/04/2019,22,4,2019,574000,656000,2.83,65.7,14126,13986
21/04/2019,21,4,2019,574000,656000,2.83,64,14086,13946
20/04/2019,20,4,2019,574000,656000,2.83,64,14086,13946
19/04/2019,19,4,2019,574000,656000,2.83,64,14086,13946
18/04/2019,18,4,2019,574000,656000,2.83,64,14086,13946
17/04/2019,17,4,2019,585000,657500,2.83,63.76,14136,13996
16/04/2019,16,4,2019,585000,657500,2.83,64.05,14136,13996
15/04/2019,15,4,2019,587000,660000,2.83,63.4,14137,13997
14/04/2019,14,4,2019,587000,659500,2.83,63.89,14224,14082
13/04/2019,13,4,2019,587000,659500,2.83,63.89,14224,14082
12/4/2019,12,4,2019,587000,660000,2.83,63.89,14224,14082
11/4/2019,11,4,2019,591000,664500,2.83,63.58,14227,14085
10/4/2019,10,4,2019,590000,663500,2.83,64.61,14226,14084
9/4/2019,9,4,2019,589000,662000,2.83,63.98,14221,14079
8/4/2019,8,4,2019,589000,660500,2.83,64.4,14216,14074
7/4/2019,7,4,2019,589000,660500,2.83,63.08,14229,14087
6/4/2019,6,4,2019,589000,660500,2.83,63.08,14229,14087
5/4/2019,5,4,2019,589000,660500,2.83,63.08,14229,14087
4/4/2019,4,4,2019,589000,661000,2.83,62.1,14253,14111
3/4/2019,3,4,2019,588000,660000,2.83,62.46,14308,14166
2/4/2019,2,4,2019,588000,660000,2.83,62.58,14308,14166
1/4/2019,1,4,2019,588000,660000,2.83,61.59,14302,14160
31/03/2019,31,3,2019,593000,665000,2.48,60.14,14315,14173
30/03/2019,30,3,2019,593000,665000,2.48,60.14,14315,14173
29/03/2019,29,3,2019,593000,665000,2.48,60.14,14315,14173
28/03/2019,28,3,2019,593000,665000,2.48,59.3,14326,14184
27/03/2019,27,3,2019,595000,667000,2.48,59.41,14273,14131
26/03/2019,26,3,2019,600000,672000,2.48,59.94,14242,14100
25/03/2019,25,3,2019,594000,666000,2.48,58.82,14294,14152
24/03/2019,24,3,2019,594000,667000,2.48,59.04,14228,14086
23/03/2019,23,3,2019,594000,667000,2.48,59.04,14228,14086
22/03/2019,22,3,2019,591000,663000,2.48,59.04,14228,14086
21/03/2019,21,3,2019,599000,671000,2.48,59.98,14173,14031
20/03/2019,20,3,2019,595000,667500,2.48,59.83,14302,14160
19/03/2019,19,3,2019,594000,666500,2.48,59.03,14299,14157
18/03/2019,18,3,2019,579000,669500,2.48,59.09,14313,14171
17/03/2019,17,3,2019,597000,671000,2.48,58.52,14382,14238
16/03/2019,16,3,2019,597000,671000,2.48,58.52,14382,14238
15/03/2019,15,3,2019,592000,666000,2.48,58.52,14382,14238
14/03/2019,14,3,2019,598000,671000,2.48,58.61,14324,14182
13/03/2019,13,3,2019,598000,670000,2.48,58.26,14340,14198
12/3/2019,12,3,2019,593000,665000,2.48,56.87,14322,14180
11/3/2019,11,3,2019,591000,663500,2.48,56.79,14396,14252
10/3/2019,10,3,2019,587000,660000,2.48,56.07,14294,14152
9/3/2019,9,3,2019,587000,660000,2.48,56.07,14294,14152
8/3/2019,8,3,2019,583000,655500,2.48,56.07,14294,14152
7/3/2019,7,3,2019,584000,656500,2.48,56.66,14200,14058
6/3/2019,6,3,2019,584000,656500,2.48,56.22,14200,14058
5/3/2019,5,3,2019,583000,656000,2.48,56.56,14217,14075
4/3/2019,4,3,2019,585000,656500,2.48,56.59,14220,14078
3/3/2019,3,3,2019,585000,660000,2.48,55.8,14182,14040
2/3/2019,2,3,2019,585000,660000,2.48,55.8,14182,14040
1/3/2019,1,3,2019,592000,664000,2.48,55.8,14182,14040
28/02/2019,28,2,2019,592000,665000,2.57,57.22,14132,13992
27/02/2019,27,2,2019,596000,670000,2.57,56.94,14074,13934
26/02/2019,26,2,2019,596000,671000,2.57,55.5,14060,13920
25/02/2019,25,2,2019,599000,674000,2.57,55.48,14077,13937
24/02/2019,24,2,2019,599000,675000,2.57,57.26,14149,14009
23/02/2019,23,2,2019,599000,675000,2.57,57.26,14149,14009
22/02/2019,22,2,2019,597000,673000,2.57,57.26,14149,14009
21/02/2019,21,2,2019,603000,677000,2.57,56.96,14127,13987
20/02/2019,20,2,2019,605000,680000,2.57,56.92,14125,13985
19/02/2019,19,2,2019,599000,674000,2.57,56.09,14190,14048
18/02/2019,18,2,2019,597000,671000,2.57,56.27,14177,14035
17/02/2019,17,2,2019,597000,672000,2.57,56.33,14187,14045
16/02/2019,16,2,2019,597000,672000,2.57,55.59,14187,14045
15/02/2019,15,2,2019,593000,668000,2.57,55.59,14187,14045
14/02/2019,14,2,2019,587000,664000,2.57,54.41,14163,14023
13/02/2019,13,2,2019,590000,667000,2.57,53.9,14097,13957
12/2/2019,12,2,2019,587000,664000,2.57,53.1,14158,14018
11/2/2019,11,2,2019,589000,666000,2.57,52.41,14065,13925
10/2/2019,10,2,2019,589000,666000,2.57,52.72,14062,13922
9/2/2019,9,2,2019,589000,666000,2.57,52.72,14062,13922
8/2/2019,8,2,2019,587000,665000,2.57,52.72,14062,13922
7/2/2019,7,2,2019,584000,663000,2.57,52.64,14048,13908
6/2/2019,6,2,2019,589000,666000,2.57,54.01,14017,13877
5/2/2019,5,2,2019,589000,666000,2.57,53.66,14046,13906
4/2/2019,4,2,2019,589000,666000,2.57,54.56,14046,13906
3/2/2019,3,2,2019,596000,670000,2.57,55.26,14048,13908
2/2/2019,2,2,2019,596000,670000,2.57,55.26,14048,13908
1/2/2019,1,2,2019,596000,670000,2.57,55.26,14048,13908
31/01/2019,31,1,2019,597000,671000,2.82,53.79,14142,14002
30/01/2019,30,1,2019,591000,667000,2.82,54.23,14183,14041
29/01/2019,29,1,2019,586000,663000,2.82,53.31,14168,14028
28/01/2019,28,1,2019,590000,666000,2.82,51.99,14108,13968
27/01/2019,27,1,2019,590000,668000,2.82,53.69,14234,14092
26/01/2019,26,1,2019,590000,668000,2.82,53.69,14234,14092
25/01/2019,25,1,2019,580000,658000,2.82,53.69,14234,14092
24/01/2019,24,1,2019,583000,660000,2.82,53.13,14212,14070
23/01/2019,23,1,2019,585000,662000,2.82,52.62,14259,14117
22/01/2019,22,1,2019,583000,660000,2.82,52.57,14292,14150
21/01/2019,21,1,2019,584000,661000,2.82,54.24,14283,14141
20/01/2019,20,1,2019,586000,663000,2.82,53.65,14253,14111
19/01/2019,19,1,2019,586000,663000,2.82,53.8,14253,14111
18/01/2019,18,1,2019,586000,663000,2.82,53.8,14253,14111
17/01/2019,17,1,2019,586000,663000,2.82,52.07,14229,14087
16/01/2019,16,1,2019,582000,661000,2.82,52.31,14225,14083
15/01/2019,15,1,2019,581000,660000,2.82,52.11,14154,14014
